student_id,student_name,age,nationality,gender,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning,course_recommended
1078,student 596,14,United Arab Emirates,Female,High school/College (14+),D.t.e.a,Science,17,3D Designing & Modelling,96,4,Intermediate,Hybrid,Python
519,student 597,14,United Arab Emirates,Female,High school/College (14+),GEMS Founders School,Sports,0,Robotics Innovative Learning,24,3,Proficiency,In-person,Graphics Designing
113,student 598,14,United Arab Emirates,Female,High school/College (14+),ST laurence school Sallins,Art,41,Young Honcho,8,5,Intermediate,Hybrid,App Development
895,student 600,14,United Arab Emirates,Male,High school/College (14+),Heritage,Art,3,Artificial Intelligence,24,4,Applied Tech,Hybrid,3D Designing
896,student 601,14,United Arab Emirates,Male,High school/College (14+),Al Watania,Science,1,Robotics,8,4,Intermediate,In-person,Graphics Designing
2143,student 603,14,United Arab Emirates,Female,High school/College (14+),GEMS Founders School,Art,1,Robotics,8,4,Intermediate,In-person,Technology Innovative Learning
916,student 605,14,United Arab Emirates,Female,High school/College (14+),GEMS Jumeirah Primary School,Mathematics,17,3D Designing & Modelling,24,4,Intermediate,Hybrid,Graphics Designing
2064,student 606,14,United Arab Emirates,Female,High school/College (14+),Lotus Valley School Gurgaon,Sports,38,Game Development,48,4,Intermediate,Hybrid,AI
237,student 607,14,United Arab Emirates,Male,High school/College (14+),International school of Choueifat,Sports,28,Virtual Robotics & Mechatronics,48,1,Proficiency,In-person,Graphics Designing
1614,student 608,14,United Arab Emirates,Male,High school/College (14+),Khawla bent al azwar,Sports,42,Augmented & Virtual Reality,24,4,Proficiency,In-person,AI
2470,student 610,14,United Arab Emirates,Female,High school/College (14+),Saad ebn abi waqas,Science,29,Web Development,48,1,Beginner,Hybrid,AI
1594,student 612,14,United Arab Emirates,Male,High school/College (14+),Learning Oasis International School,Science,28,Virtual Robotics & Mechatronics,48,4,Beginner,In-person,Technology Innovative Learning
2075,student 614,14,United Arab Emirates,Male,High school/College (14+),Al Watania,Technology,3,Artificial Intelligence,48,4,Applied Tech,Online,App Development
2927,student 615,14,United Arab Emirates,Female,High school/College (14+),Belvedere British School,Sports,3,Artificial Intelligence,8,3,Beginner,Hybrid,3D Designing
1262,student 616,14,United Arab Emirates,Male,High school/College (14+),Learning Oasis International School,Music,3,Artificial Intelligence,48,4,Intermediate,In-person,AI
2492,student 617,14,United Arab Emirates,Male,High school/College (14+),Ambassador School L.L.C,Music,16,Game Development with Unity,48,4,Applied Tech,Online,Technology Innovative Learning
1334,student 618,14,United Arab Emirates,Female,High school/College (14+),GEMS Winchester School,Art,12,First LEGO League,48,1,Proficiency,Hybrid,Robotics Innovative Learning
304,student 619,14,United Arab Emirates,Female,High school/College (14+),D.t.e.a,Technology,43,App Development,48,1,Proficiency,Online,App Development
87,student 620,14,United Arab Emirates,Male,High school/College (14+),Ambenda Manpol,Music,4,Technology Innovative Learning,96,1,Intermediate,Hybrid,Graphics Designing
1138,student 621,14,United Arab Emirates,Male,High school/College (14+),GEMS New Millennium School L.L.CAl Salam Community School,Music,1,Robotics,48,1,Applied Tech,Hybrid,AI
1469,student 622,14,United Arab Emirates,Male,High school/College (14+),Al Arqm Private School,Sports,47,Artificial Intelligence of Things,24,4,Applied Tech,Online,Technology Innovative Learning
2477,student 623,14,United Arab Emirates,Male,High school/College (14+),Kings school Dubai,Art,1,Robotics,8,4,Applied Tech,Hybrid,Game Development
1673,student 624,14,United Arab Emirates,Female,High school/College (14+),Diyafah International School Abu Dhabi,Art,1,Robotics,48,1,Intermediate,In-person,Python
2142,student 625,14,United Arab Emirates,Female,High school/College (14+),New millennium school Bahrain,Art,28,Virtual Robotics & Mechatronics,48,1,Beginner,Online,Technology Innovative Learning
136,student 626,14,United Arab Emirates,Female,High school/College (14+),Dubai Scholars Private School,Technology,31,3D Designing and Printing,24,5,Proficiency,Hybrid,App Development
694,student 627,14,United Arab Emirates,Male,High school/College (14+),Cambridge International School,Science,13,Young App Developer,96,1,Applied Tech,Online,Game Development
2211,student 628,14,United Arab Emirates,Male,High school/College (14+),Ambersrdm,Sports,1,Robotics,24,4,Intermediate,Online,Graphics Designing
2309,student 629,14,United Arab Emirates,Female,High school/College (14+),Abdul Rahman Kanoo International,Science,37,Electronics for Kids,48,5,Intermediate,Online,Robotics Innovative Learning
803,student 631,14,United Arab Emirates,Male,High school/College (14+),The Winchester School,Science,8,Drone Technology,24,4,Beginner,Hybrid,Graphics Designing
2654,student 632,14,United Arab Emirates,Female,High school/College (14+),Ambassador School L.L.C,Science,29,Web Development,24,1,Intermediate,Hybrid,Game Development
1660,student 633,14,United Arab Emirates,Female,High school/College (14+),Al Basateen Private Nursery Hatta branch,Music,26,Internet of Things,96,4,Beginner,In-person,Graphics Designing
993,student 634,14,United Arab Emirates,Female,High school/College (14+),"Camp, Amity ( Al Nadha)",Mathematics,7,Virtual Reality,48,3,Proficiency,Hybrid,Python
2832,student 635,14,United Arab Emirates,Female,High school/College (14+),online lead,Art,7,Virtual Reality,8,5,Beginner,In-person,Technology Innovative Learning
1878,student 636,14,United Arab Emirates,Male,High school/College (14+),Kings College Doha,Science,45,Young Entrepreneur,24,4,Beginner,In-person,Coding for kids
2372,student 637,14,United Arab Emirates,Male,High school/College (14+),gems our own english high school,Mathematics,11,VEX Robotics,24,4,Beginner,Online,App Development
880,student 638,14,United Arab Emirates,Male,High school/College (14+),Not Specified,Music,0,Robotics Innovative Learning,48,1,Proficiency,In-person,Robotics Innovative Learning
2877,student 639,14,United Arab Emirates,Male,High school/College (14+),IHS,Science,1,Robotics,48,4,Intermediate,In-person,3D Designing
1104,student 640,14,United Arab Emirates,Male,High school/College (14+),Gulf Asian English school,Mathematics,11,VEX Robotics,96,5,Proficiency,Online,Technology Innovative Learning
2442,student 641,14,United Arab Emirates,Male,High school/College (14+),Home,Art,47,Artificial Intelligence of Things,24,1,Proficiency,In-person,Coding for kids
841,student 642,14,United Arab Emirates,Male,High school/College (14+),Dubai College,Mathematics,31,3D Designing and Printing,96,1,Intermediate,In-person,3D Designing
145,student 643,14,United Arab Emirates,Female,High school/College (14+),"Indian Embassy School, Riyadh",Music,3,Artificial Intelligence,96,4,Beginner,In-person,App Development
128,student 644,14,United Arab Emirates,Male,High school/College (14+),Scholars International Academy,Technology,17,3D Designing & Modelling,96,5,Intermediate,Hybrid,AI
2715,student 645,14,United Arab Emirates,Male,High school/College (14+),Secondary School,Science,47,Artificial Intelligence of Things,24,5,Beginner,Hybrid,3D Designing
2295,student 648,14,United Arab Emirates,Female,High school/College (14+),Regent International Private School,Mathematics,1,Robotics,24,3,Intermediate,In-person,Game Development
540,student 649,14,United Arab Emirates,Female,High school/College (14+),Amity International School,Science,26,Internet of Things,8,3,Intermediate,Hybrid,Coding for kids
601,student 650,14,United Arab Emirates,Male,High school/College (14+),GEMS Modern Academy,Science,1,Robotics,48,3,Beginner,In-person,Python
745,student 651,14,United Arab Emirates,Male,High school/College (14+),Homeschool Global Middle east,Sports,1,Robotics,48,3,Beginner,Hybrid,Game Development
419,student 652,14,United Arab Emirates,Male,High school/College (14+),Cambridge International School,Science,1,Robotics,24,5,Proficiency,Hybrid,3D Designing
2200,student 653,14,United Arab Emirates,Female,High school/College (14+),Home,Science,21,Technology Onsite,24,5,Beginner,In-person,Coding for kids
1083,student 654,14,United Arab Emirates,Female,High school/College (14+),AgaKhan,Music,46,3D Designing,48,3,Proficiency,Hybrid,Game Development
459,student 656,14,United Arab Emirates,Male,High school/College (14+),home schooling,Art,3,Artificial Intelligence,24,4,Proficiency,Hybrid,Game Development
1788,student 657,14,United Arab Emirates,Male,High school/College (14+),SJCK Sin Ming,Art,0,Robotics Innovative Learning,48,4,Applied Tech,In-person,Python
2189,student 658,14,United Arab Emirates,Female,High school/College (14+),Scholars International Academy,Music,3,Artificial Intelligence,48,1,Proficiency,Hybrid,App Development
1197,student 659,14,United Arab Emirates,Female,High school/College (14+),Gems Wellington Academy Silicon Oasis,Sports,30,Young Designer Program,96,5,Applied Tech,Online,App Development
2260,student 660,14,United Arab Emirates,Male,High school/College (14+),GEMS Wellington Academy (Branch),Art,1,Robotics,48,4,Proficiency,In-person,AI
1416,student 661,14,United Arab Emirates,Female,High school/College (14+),JSS PRIVATE SCHOOL LLC,Music,38,Game Development,8,4,Applied Tech,Online,App Development
1893,student 662,14,United Arab Emirates,Female,High school/College (14+),"DPS, Jeslselulic",Music,0,Robotics Innovative Learning,48,4,Intermediate,In-person,3D Designing
1107,student 663,14,United Arab Emirates,Female,High school/College (14+),Raffles World Academy,Art,48,Drone Technology & Aerodynamics,8,3,Intermediate,Hybrid,App Development
682,student 665,14,United Arab Emirates,Female,High school/College (14+),Khawla bent al azwar,Sports,31,3D Designing and Printing,48,4,Proficiency,Hybrid,Coding for kids
2590,student 666,14,United Arab Emirates,Male,High school/College (14+),LLfp,Art,16,Game Development with Unity,24,4,Applied Tech,In-person,Coding for kids
1351,student 667,14,United Arab Emirates,Male,High school/College (14+),The Aquila School,Science,1,Robotics,24,3,Proficiency,Hybrid,App Development
2016,student 668,14,United Arab Emirates,Male,High school/College (14+),Mayoor Private school  abudhabi,Technology,15,Data Analysis with Python,96,4,Proficiency,In-person,Robotics Innovative Learning
1034,student 669,14,United Arab Emirates,Female,High school/College (14+),GEMS World Academy,Art,3,Artificial Intelligence,8,1,Proficiency,Hybrid,App Development
1103,student 671,14,United Arab Emirates,Female,High school/College (14+),Summit International School,Sports,6,Graphic Designing & Animation,24,4,Beginner,Online,App Development
1948,student 672,14,United Arab Emirates,Female,High school/College (14+),Gulf Asian English school,Mathematics,3,Artificial Intelligence,96,1,Applied Tech,In-person,Robotics Innovative Learning
2179,student 673,14,United Arab Emirates,Female,High school/College (14+),Secondary School,Technology,1,Robotics,24,5,Beginner,In-person,Graphics Designing
2928,student 674,14,United Arab Emirates,Male,High school/College (14+),AUH,Science,36,JAVA Programming,48,4,Applied Tech,Hybrid,Python
2069,student 675,14,United Arab Emirates,Female,High school/College (14+),"Indian Embassy School, Riyadh",Technology,7,Virtual Reality,48,4,Proficiency,In-person,Graphics Designing
2432,student 676,14,United Arab Emirates,Female,High school/College (14+),Amity International School,Mathematics,36,JAVA Programming,48,4,Intermediate,In-person,3D Designing
1455,student 678,14,United Arab Emirates,Female,High school/College (14+),"Amity School, Sharjah",Music,17,3D Designing & Modelling,8,4,Proficiency,In-person,App Development
2107,student 679,14,United Arab Emirates,Female,High school/College (14+),OOB sharjah,Sports,3,Artificial Intelligence,24,4,Beginner,Hybrid,Game Development
8,student 680,14,United Arab Emirates,Female,High school/College (14+),Pristine Private School,Technology,18,Graphic Designing,96,3,Beginner,Hybrid,Graphics Designing
1085,student 681,14,United Arab Emirates,Female,High school/College (14+),"Aspen Heights, Abu Dhabi",Art,11,VEX Robotics,48,1,Applied Tech,In-person,Graphics Designing
129,student 682,14,United Arab Emirates,Female,High school/College (14+),Diyafah International School Abu Dhabi,Science,4,Technology Innovative Learning,24,3,Intermediate,In-person,3D Designing
962,student 683,14,United Arab Emirates,Male,High school/College (14+),Bateen w,Science,11,VEX Robotics,8,4,Beginner,Online,3D Designing
1219,student 684,14,United Arab Emirates,Male,High school/College (14+),Manipal Academy of Higher Education,Mathematics,39,Young Data Scientist,48,1,Beginner,Online,Coding for kids
2325,student 685,14,United Arab Emirates,Female,High school/College (14+),GEMS Wellington International School,Mathematics,3,Artificial Intelligence,24,3,Beginner,In-person,Robotics Innovative Learning
847,student 686,14,United Arab Emirates,Male,High school/College (14+),Al Manar International school,Sports,8,Drone Technology,24,4,Intermediate,In-person,Technology Innovative Learning
580,student 687,14,United Arab Emirates,Male,High school/College (14+),DAA,Technology,11,VEX Robotics,48,4,Beginner,In-person,Robotics Innovative Learning
2441,student 688,14,United Arab Emirates,Female,High school/College (14+),Holi child auxillianlm,Mathematics,49,Coding For kids,48,3,Intermediate,In-person,App Development
1124,student 689,14,United Arab Emirates,Male,High school/College (14+),"DPS, Sharjah",Mathematics,7,Virtual Reality,24,3,Beginner,Hybrid,Robotics Innovative Learning
2428,student 690,14,United Arab Emirates,Male,High school/College (14+),Bright Riders,Music,41,Young Honcho,48,4,Applied Tech,Hybrid,Graphics Designing
